ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,rationale
280,Claw,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
281,Cat Scratch,Normal,0x37,Dmg_(Rdm(1..Y)*PA) NS PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
282,Blaster,Normal,0x3D,Hit_(MA+X)% ME,,Petrify|Stop,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
283,Venom Fang,Normal,0x50,Hit_(MA+X)% Status PE,,Poison,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,physical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
284,Blood Drain,Normal,0x47,AbsorbHP_(Y)% 100% Status NE,,BloodSuck,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,physical,multi_unit_transaction,authoring-open,avoidance_policy,"Drain must coordinate source debit/credit, target debit/credit, hit, Undead, and caps."
285,Tentacles,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
286,Ink,Normal,0x50,Hit_(MA+X)% Status PE,,Darkness,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
287,Dischord,Normal,0x38,Hit_(100%) Status NE,,Float|Reraise|Transparent|Regen|Protect|Shell|Haste|Faith|Reflect,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
288,Mind Blast,Normal,0x3D,Hit_(MA+X)% ME,,Confusion|Berserk,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
289,Level Drain,Normal,0x59,-Lvl(1) Hit_(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
290,Chop,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
291,Thunder Anima,Normal,0x4E,Dmg_(MA*Y) ME,Lightning,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
292,Water Anima,Normal,0x4E,Dmg_(MA*Y) ME,Water,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
293,Ice Anima,Normal,0x4E,Dmg_(MA*Y) ME,Ice,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
294,Wind Anima,Normal,0x4E,Dmg_(MA*Y) ME,Wind,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
295,Ectoplasm,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
296,Zombie Touch,Normal,0x50,Hit_(MA+X)% Status PE,,Undead,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
297,Sleep Touch,Normal,0x50,Hit_(MA+X)% Status PE,,Sleep,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
298,Drain Touch,Normal,0x4D,AbsorbHP_(Y)% Hit_(MA+X)% NS PE,,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,"Drain must coordinate source debit/credit, target debit/credit, hit, Undead, and caps."
299,Oily Touch,Normal,0x50,Hit_(MA+X)% Status PE,,Oil,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,physical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
300,Wing Buffet,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
301,Bewitching Gaze,Normal,0x50,Hit_(MA+X)% Status PE,,Petrify|Darkness|Silence|DontMove|DontAct,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical+source_authored,managed_status_commit,authoring-open,status_category,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
302,Dread Gaze,Normal,0x62,-Brave_(Y) Hit_(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
303,Beam,Normal,0x56,-MA_(Y) Hit_(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
304,Doom,Normal,0x3D,Hit_(MA+X)% ME,,DeathSentence,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
305,Talon Dive,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
306,Beak,Normal,0x50,Hit_(MA+X)% Status PE,,Petrify,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
307,Glitterlust,Normal,0x27,StealGil_(CasLVL*SP) Hit_(SP+X)% NS PE,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
308,Featherbomb,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
309,Peck,Normal,0x55,-PA_(Y) Hit_(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
310,Reckless Charge,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
311,Snort,Normal,0x29,OppositeSex: Hit_(MA+X)% NE ELSE miss,,Charm,gender_gated_status,dcl_status_contest,authoring-required,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,Gender-gated Charm is a status contest with a special eligibility gate.
312,Squeal,Normal,0x35,Heal_(Y)% Hit_(PA+X)% Status NE,,Dead,revive_or_percent_heal,explicit_healing_rule,authoring-required,high,healing,none,none,none,managed_resource_commit,candidate-complete,,Raise/revive percent healing has KO and hit semantics outside ordinary healing.
313,Toot,Normal,0x38,Hit_(100%) Status NE,,Confusion|Sleep,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+mental,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
314,Bequeath Bacon,Normal,0x57,+Lvl(1) NS 100% Add Status on Caster NE,,Crystal,level_gain,preserve_native_bequeath,native-special-preserved,high,special_control,none,ability_authored_open,lifecycle_special,preserve_native_special,authoring-open,avoidance_policy|status_category,Formula 0x57 owns the bounded level gain and caster Crystal lifecycle; DCL preserves the native special unchanged.
315,Leaf Rain,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
316,Guardian Nymph,Normal,0x51,Hit_(MA+X)% Status NE,,Protect,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,none,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
317,Shell Nymph,Normal,0x51,Hit_(MA+X)% Status NE,,Shell,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,none,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
318,Life Nymph,Normal,0x4C,Heal_(MA*Y) NS NE,,,noncanonical_healing,explicit_healing_rule,formula-map-required,medium,healing,none,none,none,managed_resource_commit,candidate-complete,,Non-Faith healing may share the output channel but needs an authored Faith and scaling policy.
319,Magick Nymph,Normal,0x54,HealMP_(MA*Y) NS NE,,,mp_healing,dcl_mp_channel,surface-ready,medium,healing,none,none,none,managed_resource_commit,candidate-complete,,MP credit is proven; the amount and target policy remain authored.
320,Pickaxe,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
321,Feral Spin,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
322,Earthsplitter,Normal,0x4E,Dmg_(MA*Y) ME,Earth,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
323,Beef Up,Normal,0x36,+PA_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy."
324,Breathe Fire,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
325,Tentacles,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
326,Lick,Normal,0x38,Hit_(100%) Status NE,,Reflect,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,none,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
327,Goo,Normal,0x38,Hit_(100%) Status NE,,DontMove,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,source_authored,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
328,Bad Breath,Normal,0x38,Hit_(100%) Status NE,,Petrify|Darkness|Confusion|Silence|Oil|Frog|Poison|Sleep,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+mental+physical,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
329,Malboro Spores,Normal,0x58,Generic: Set_Malboro: Hit(MA+X)% //1TargetOnly NE ELSE nothing,,,malboro_bundle,explicit_status_bundle,reverse-engineering,high,status_control,none,status_contest,ability_authored_open,managed_status_commit,authoring-open,status_category,Malboro owns a bundled status routine with target-count and special-state behavior.
330,Gore,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
331,Heave,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,Dead,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,lifecycle_special,preserve_catalog_riders,authoring-open,damage_type|status_category,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
332,Twister,Normal,0x53,Dmg_(Y)% Hit_(MA+X)% Status ME,Wind,,special_hp_damage,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Percent/current/missing-HP effects must not enter the ordinary physical or magic damage spine.
333,Almagest,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.
334,Gigaflare,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
335,Charge,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
336,Tail Sweep,Normal,0x37,Dmg_(Rdm(1..Y)*PA) NS PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
337,Ice Breath,Normal,0x4E,Dmg_(MA*Y) ME,Ice,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
338,Fire Breath,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
339,Thunder Breath,Normal,0x4E,Dmg_(MA*Y) ME,Lightning,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
340,Tri-Attack,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
341,Tri-Breath,Normal,0x53,Dmg_(Y)% Hit_(MA+X)% Status ME,,,special_hp_damage,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Percent/current/missing-HP effects must not enter the ordinary physical or magic damage spine.
342,Tri-Thunder,Normal,0x5E,Dmg_((MA+Y)/2*MA) #Hit_(X+1) Status ME,Lightning,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
343,Tri-Flame,Normal,0x5E,Dmg_((MA+Y)/2*MA) #Hit_(X+1) Status ME,Fire,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
344,Dark Whisper,Normal,0x5E,Dmg_((MA+Y)/2*MA) #Hit_(X+1) Status ME,Dark,Dead|Sleep,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,lifecycle_special+magical,special_handler_open,authoring-open,action_kind|avoidance_policy|status_category|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
345,Snakecharm,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
346,Poisonous Frog,Normal,0x38,Hit_(100%) Status NE,,Frog|Poison,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+physical,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
347,Midgardsormr,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
348,Karma,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.
349,Nanoflare,Normal,0x5F,Dmg_((MA+Y)/2*MA) Status ME,,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
350,Grand Cross,Normal,0x38,Hit_(100%) Status NE,,Petrify|Darkness|Confusion|Silence|Berserk|Frog|Poison|Slow|Sleep,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+mental+physical,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
351,Destroy,Normal,0x42,Dmg_(PA*Y) DmgCas_(PA*Y/X) NS NE,,,recoil_physical_damage,dcl_physical_plus_self_debit,authoring-required,high,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,Physical damage plus caster recoil spans two unit outcomes.
352,Compress,Normal,0x42,Dmg_(PA*Y) DmgCas_(PA*Y/X) NS NE,,Dead,recoil_physical_damage,dcl_physical_plus_self_debit,authoring-required,high,physical_damage,ability_physical_open,physical_contest,lifecycle_special,preserve_catalog_riders,authoring-open,damage_type|status_category,Physical damage plus caster recoil spans two unit outcomes.
353,Dispose,Normal,0x42,Dmg_(PA*Y) DmgCas_(PA*Y/X) NS NE,,,recoil_physical_damage,dcl_physical_plus_self_debit,authoring-required,high,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,Physical damage plus caster recoil spans two unit outcomes.
354,Pulverize,Normal,0x42,Dmg_(PA*Y) DmgCas_(PA*Y/X) NS NE,,,recoil_physical_damage,dcl_physical_plus_self_debit,authoring-required,high,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,Physical damage plus caster recoil spans two unit outcomes.
355,Energize,Normal,0x3C,Heal_(CasMaxHP*2/5) DmgCas_(CasMaxHP/5) Hit_(100%) NS NE,,,sacrifice_heal,dcl_hp_channels,authoring-required,high,healing,none,none,none,multi_unit_transaction,candidate-complete,,Caster self-damage and target healing must commit atomically across two units.
356,Parasite,Normal,0x38,Hit_(100%) Status NE,,Petrify|Darkness|Confusion|Silence|Oil|Frog|Poison|Sleep,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+mental+physical,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
357,Unholy Sacrifice,Normal,0x69,<<Unholy Sacrifice>>,Dark,Slow,ivc_custom,unknown_ivc_formula,reverse-engineering,high,special_or_hybrid_open,none,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,IVC-only custom formula internals are not described by the classic formula catalog.
358,Barrage,Normal,0x6A,<<Barrage>>,,,ivc_custom,unknown_ivc_formula,reverse-engineering,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,IVC-only custom formula internals are not described by the classic formula catalog.
359,Plunder Gil,Normal,0x27,StealGil_(CasLVL*SP) Hit_(SP+X)% NS PE,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
360,Plunder Heart,Normal,0x29,OppositeSex: Hit_(MA+X)% NE ELSE miss,,Charm,gender_gated_status,dcl_status_contest,authoring-required,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,Gender-gated Charm is a status contest with a special eligibility gate.
361,Plunder Helm,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
362,Plunder Armor,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
363,Plunder Shield,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
364,Plunder Weapon,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
365,Plunder Accessory,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
366,Plunder EXP,Normal,0x28,StealExp_(Lowest of TarCurExp & SP+Y) Hit_(SP+X)% PE,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
367,Attack,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
368,Potion,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
369,High Potion,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
370,X-Potion,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
371,Ether,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
372,High Ether,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
373,Elixir,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
374,Antidote,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
375,Eye Drops,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
