ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,metadata_basis,rationale,metadata_blocking_scope,metadata_next_gate
373,Elixir,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
374,Antidote,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
375,Eye Drops,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
376,Echo Herbs,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
377,Maiden's Kiss,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
378,Gold Needle,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
379,Holy Water,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
380,Remedy,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
381,Phoenix Down,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.,closed,candidate metadata complete; approval remains a separate job/human gate
382,Throw Shuriken,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
383,Throw Daggers,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
384,Throw Swords,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
385,Throw Flails,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
386,Throw Katana,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
387,Throw Ninja Blades,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
388,Throw Axes,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
389,Throw Polearms,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
390,Throw Poles,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
391,Throw Knight's Swords,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
392,Throw Books,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
393,Throw Bombs,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
394,Horizontal Jump +1,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
395,Horizontal Jump +2,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
396,Horizontal Jump +3,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
397,Horizontal Jump +4,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
398,Horizontal Jump +7,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
399,Vertical Jump ±2,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
400,Vertical Jump ±3,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
401,Vertical Jump ±4,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
402,Vertical Jump ±5,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
403,Vertical Jump ±6,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
404,Vertical Jump ±7,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
405,Vertical Jump ±8,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
406,Aim +1,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
407,Aim +2,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
408,Aim +3,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
409,Aim +4,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
410,Aim +5,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
411,Aim +7,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
412,Aim +10,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
413,Aim +20,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
414,Target CT,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
415,Target Level,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
416,Target EXP,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
417,Target Elevation,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
418,Prime,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
419,Multiple of 5,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
420,Multiple of 4,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
421,Multiple of 3,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.,closed,candidate metadata complete; approval remains a separate job/human gate
422,Strength Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
423,Magick Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
424,Speed Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
425,Vanish,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
426,Vigilance,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
427,Dragonheart,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
428,Regenerate,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
429,Bravery Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
430,Faith Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
431,Critical: Recover HP,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
432,Critical: Recover MP,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
433,Critical: Quick,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
434,Bonecrusher,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
435,Magick Counter,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
436,Counter Tackle,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
437,Nature's Wrath,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
438,Absorb MP,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
439,Gil Snapper,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
440,MARKED FOR DELETION - REPORT IF DISPLAYED Reflect,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
441,Auto-Potion,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
442,Counter,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
443,<Unknown>  ,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
444,Cup of Life,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
445,Mana Shield,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
446,Soulbind,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
447,Parry,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
448,Earplugs,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
449,Reflexes,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
450,Sticky Fingers,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
451,Shirahadori,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
452,Archer's Bane,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
453,First Strike,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
454,Equip Heavy Armor,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
455,Equip Shields,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
456,Equip Swords,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
457,Equip Katana,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
458,Equip Crossbows,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
459,Equip Polearms,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
460,Equip Axes,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
461,Equip Guns,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
462,Halve MP,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
463,JP Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
464,EXP Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
465,Attack Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
466,Defense Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
467,Magick Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
468,Magick Defense Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
469,Concentration,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
470,Tame,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
471,Poach,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
472,Brawler,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
